,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
2208,467728,0,1,38,0,Engineer,1.0,1,5.0,5,1
2209,465841,0,0,52,1,Engineer,3.0,2,1.0,5,0
2210,460117,0,1,48,1,Marketing,9.0,2,1.0,5,3
2211,466619,1,1,37,1,Entertainment,5.0,0,2.0,5,2
2212,461722,1,0,27,0,Doctor,1.0,2,3.0,5,1
2213,460898,1,1,48,0,Artist,3.0,0,4.0,5,1
2214,463627,0,0,25,1,Marketing,5.0,2,2.0,3,3
2215,460403,0,0,56,1,Doctor,3.0,2,1.0,5,0
2216,459818,0,1,68,0,Lawyer,1.0,2,1.0,5,3
2217,463732,1,0,21,0,Healthcare,0.0,2,4.0,5,3
2219,467112,1,0,43,1,Artist,1.0,2,2.0,1,1
2220,459902,1,1,52,1,Lawyer,8.0,1,2.0,5,2
2221,463233,1,1,50,0,Executive,0.0,0,5.0,5,1
2222,467721,1,0,41,1,Entertainment,0.0,2,1.0,3,3
2223,465915,1,1,40,1,Entertainment,8.0,0,2.0,5,1
2224,464506,1,0,32,1,Healthcare,8.0,2,2.0,3,3
2225,460624,1,1,57,1,Homemaker,5.0,1,2.0,5,0
2226,462020,0,0,25,1,Artist,13.0,2,2.0,5,2
2227,464320,1,1,74,0,Lawyer,0.0,1,2.0,5,0
2229,461561,0,1,46,1,Artist,0.0,0,2.0,5,2
2230,465953,0,0,50,1,Artist,1.0,2,1.0,5,3
2231,463309,1,1,50,1,Artist,0.0,0,2.0,2,1
2232,459134,0,1,69,1,Lawyer,0.0,1,2.0,5,2
2233,464195,1,0,29,1,Artist,0.0,2,1.0,5,0
2236,466504,1,1,38,0,Executive,9.0,1,5.0,5,1
2237,466792,0,1,82,0,Lawyer,0.0,2,1.0,5,0
2239,463837,0,1,50,0,Engineer,0.0,2,3.0,6,1
2240,465384,1,1,56,1,Artist,0.0,1,2.0,5,1
2241,462050,1,0,19,0,Healthcare,4.0,2,3.0,1,3
2242,465268,1,1,29,0,Executive,12.0,2,3.0,5,1
2243,461370,1,0,26,1,Doctor,1.0,2,3.0,5,3
2244,464225,0,0,31,0,Doctor,1.0,2,5.0,2,2
2245,466665,1,1,42,1,Artist,0.0,0,2.0,5,0
2246,462290,0,0,33,1,Doctor,1.0,2,1.0,5,1
2247,459326,1,1,35,0,Healthcare,1.0,2,5.0,5,3
2248,464926,0,1,46,0,Engineer,0.0,1,3.0,3,0
2249,460343,0,0,67,1,Artist,0.0,2,2.0,5,1
2250,463626,0,0,35,0,Artist,7.0,2,2.0,5,3
2251,464266,1,0,28,0,Doctor,8.0,2,3.0,5,0
2252,464491,0,0,43,0,Doctor,8.0,2,1.0,3,3
2254,463440,0,1,73,1,Artist,0.0,0,3.0,0,2
2255,463602,0,0,21,0,Healthcare,8.0,2,4.0,5,3
2256,464706,0,0,32,0,Doctor,1.0,2,3.0,3,3
2258,460313,1,0,32,1,Artist,13.0,2,3.0,5,0
2259,465497,1,0,25,0,Homemaker,14.0,2,3.0,4,0
2260,465846,0,0,40,1,Artist,5.0,2,1.0,5,0
2261,463374,0,0,19,0,Healthcare,0.0,2,3.0,5,3
2262,462704,1,1,48,1,Executive,5.0,1,5.0,5,1
2263,462160,0,0,36,1,Artist,3.0,2,3.0,5,2
2264,461365,1,0,27,0,Healthcare,1.0,2,3.0,5,3
2265,464205,0,1,82,0,Entertainment,0.0,1,2.0,5,1
2266,459294,1,0,23,0,Healthcare,9.0,2,4.0,5,3
2267,460318,1,0,30,1,Entertainment,14.0,2,3.0,5,3
2268,467967,1,0,30,1,Entertainment,8.0,2,4.0,5,0
2269,461797,1,0,30,1,Healthcare,1.0,2,3.0,5,3
2270,462980,1,0,28,1,Entertainment,1.0,2,5.0,5,2
2271,462361,1,1,60,1,Artist,0.0,2,2.0,3,0
2272,461855,0,1,52,1,Artist,1.0,0,2.0,5,2
2274,467522,0,0,19,0,Healthcare,0.0,2,2.0,5,3
2275,463327,1,1,40,0,Executive,1.0,2,5.0,4,3
2276,459824,1,0,38,1,Entertainment,8.0,2,1.0,5,3
2277,461051,0,1,71,1,Entertainment,1.0,0,2.0,5,1
2278,461142,0,0,40,1,Engineer,1.0,2,3.0,2,1
2279,461521,1,1,68,1,Artist,0.0,1,2.0,5,1
2281,467792,1,0,21,0,Healthcare,0.0,2,4.0,5,3
2284,464654,0,1,39,0,Engineer,1.0,0,4.0,3,1
2285,459111,1,1,41,1,Executive,0.0,2,4.0,5,1
2287,466473,0,0,22,0,Healthcare,0.0,2,3.0,1,3
2289,460046,0,1,49,1,Artist,3.0,2,2.0,5,1
2290,466698,0,1,26,1,Healthcare,8.0,2,2.0,2,3
2292,459927,0,0,27,0,Engineer,0.0,2,2.0,2,3
2293,467057,0,0,50,0,Entertainment,8.0,2,2.0,5,0
2294,466052,0,1,37,1,Homemaker,5.0,2,2.0,3,3
2295,464210,1,0,43,1,Marketing,0.0,2,2.0,5,0
2296,465873,1,0,35,1,Entertainment,13.0,2,1.0,5,3
2297,459802,0,1,50,1,Artist,1.0,2,1.0,5,2
2298,464817,1,0,31,1,Artist,7.0,2,1.0,3,0
2300,460845,0,0,20,0,Healthcare,0.0,2,2.0,5,3
2301,459072,1,1,66,1,Entertainment,1.0,0,2.0,5,2
2302,465694,1,1,37,1,Healthcare,1.0,0,2.0,3,0
2303,466381,1,1,52,1,Artist,2.0,0,2.0,5,2
2304,460947,1,1,45,1,Executive,7.0,1,5.0,5,2
2305,467338,0,0,27,1,Healthcare,2.0,2,6.0,5,3
2306,467189,0,1,46,1,Artist,1.0,1,4.0,5,2
2307,466456,0,1,43,0,Doctor,9.0,2,1.0,1,0
2308,463805,0,0,32,0,Doctor,8.0,2,6.0,5,2
2309,462427,1,1,87,1,Lawyer,9.0,2,4.0,5,2
2311,466906,1,0,59,1,Artist,1.0,2,2.0,5,1
2312,461842,1,1,63,1,Artist,1.0,0,3.0,5,2
2315,462400,1,0,47,1,Artist,0.0,2,1.0,5,1
2316,466598,0,1,45,1,Artist,9.0,2,2.0,5,2
2317,466940,1,1,79,0,Lawyer,0.0,2,1.0,5,3
2318,461754,1,1,65,0,Entertainment,1.0,1,2.0,5,1
2319,461376,0,0,38,1,Healthcare,0.0,2,2.0,5,1
2321,462025,1,0,20,0,Healthcare,2.0,2,3.0,3,3
2322,465720,0,1,36,1,Artist,1.0,2,2.0,5,2
2323,466354,1,0,22,0,Healthcare,0.0,2,4.0,5,3
2324,463857,1,1,56,0,Healthcare,0.0,1,4.0,6,1
2325,465849,0,0,32,1,Doctor,5.0,2,3.0,3,0
2326,464100,0,0,33,1,Healthcare,1.0,2,1.0,5,3
2327,461444,0,1,68,1,Artist,1.0,1,2.0,5,2
2329,464711,0,1,38,1,Artist,7.0,0,3.0,0,1
2331,465349,0,1,49,1,Artist,0.0,1,4.0,5,2
2333,463407,0,0,33,0,Doctor,0.0,2,1.0,2,3
2334,466632,0,1,57,1,Artist,1.0,1,2.0,5,2
2335,464641,0,1,65,1,Lawyer,2.0,2,6.0,0,3
2337,462154,1,1,36,1,Entertainment,0.0,0,2.0,5,2
2338,464754,0,1,43,0,Engineer,4.0,0,7.0,3,0
2339,460167,0,0,18,0,Entertainment,1.0,2,5.0,1,2
2340,461987,0,1,43,0,Engineer,1.0,0,2.0,5,1
2341,463259,1,1,75,1,Lawyer,0.0,2,1.0,5,0
2343,461628,1,1,39,1,Healthcare,11.0,0,2.0,5,1
2344,459126,1,1,61,1,Artist,2.0,2,2.0,5,1
2346,465143,1,0,26,1,Engineer,0.0,2,5.0,3,2
2347,460860,1,1,52,1,Artist,7.0,0,4.0,5,1
2348,467629,1,1,50,1,Artist,1.0,2,1.0,5,1
2349,461720,0,0,51,1,Artist,1.0,2,1.0,3,1
2350,460086,1,1,50,0,Artist,1.0,0,3.0,5,2
2351,465832,1,1,53,1,Executive,9.0,1,5.0,3,1
2352,467070,1,1,40,0,Executive,5.0,2,4.0,5,3
2354,463541,0,0,26,0,Healthcare,0.0,2,3.0,4,1
2355,462431,1,0,32,0,Entertainment,9.0,2,4.0,5,0
2356,461387,0,0,22,0,Healthcare,5.0,2,3.0,1,3
2357,461693,0,1,36,1,Artist,1.0,0,4.0,5,1
2359,466010,0,1,69,0,Doctor,0.0,2,1.0,2,0
2360,465674,0,0,39,1,Entertainment,1.0,2,2.0,3,0
2361,459405,0,1,81,0,Doctor,0.0,1,2.0,5,0
2362,465989,0,0,28,0,Healthcare,9.0,2,2.0,5,3
2363,465598,1,0,28,1,Healthcare,6.0,2,5.0,1,3
2364,466093,1,0,52,1,Entertainment,1.0,2,5.0,3,1
2365,462773,0,1,40,1,Artist,4.0,0,5.0,5,1
2367,465763,0,1,37,0,Artist,0.0,0,2.0,3,3
2368,462958,1,0,26,0,Marketing,1.0,2,5.0,5,3
2369,467056,0,0,31,0,Homemaker,8.0,2,1.0,5,0
2370,461990,0,1,68,1,Lawyer,0.0,2,2.0,5,2
2371,464480,1,1,42,1,Artist,1.0,0,3.0,5,2
2372,461318,0,1,56,1,Artist,1.0,0,6.0,4,2
2373,467398,1,1,37,0,Entertainment,1.0,2,2.0,5,0
2374,464222,1,1,58,1,Artist,1.0,2,1.0,5,3
2375,465427,1,0,33,1,Artist,7.0,2,1.0,5,0
2376,460652,0,0,31,0,Homemaker,8.0,2,1.0,3,3
2377,463642,0,0,27,1,Healthcare,0.0,2,3.0,1,1
2378,462672,1,0,25,0,Healthcare,7.0,2,4.0,3,3
2379,466112,1,1,51,1,Entertainment,1.0,0,2.0,5,1
2380,459831,1,1,37,0,Engineer,8.0,0,3.0,3,3
2381,463027,1,1,69,1,Executive,1.0,0,4.0,5,1
2382,462467,0,1,45,0,Doctor,1.0,2,1.0,5,0
2383,461469,1,1,38,1,Artist,0.0,2,2.0,5,2
2385,467051,0,0,19,0,Healthcare,0.0,2,4.0,5,3
2386,465928,0,0,32,1,Healthcare,6.0,2,3.0,5,3
2387,462491,1,0,31,1,Artist,1.0,2,5.0,5,2
2388,460642,1,0,19,0,Healthcare,13.0,2,3.0,2,3
2389,460988,1,1,41,1,Entertainment,0.0,0,3.0,3,2
2391,461108,1,0,21,0,Healthcare,1.0,2,4.0,2,3
2393,463329,1,0,23,0,Healthcare,0.0,2,6.0,2,3
2394,466153,1,1,65,0,Entertainment,0.0,0,2.0,5,2
2395,467027,1,0,31,0,Executive,4.0,2,5.0,0,3
2397,466710,0,1,73,0,Artist,1.0,1,2.0,5,2
2398,465616,1,1,42,1,Doctor,9.0,2,2.0,5,2
2399,463173,1,0,47,1,Artist,0.0,2,1.0,2,1
2400,465779,0,0,19,0,Healthcare,0.0,2,5.0,1,3
2401,465826,1,1,45,0,Executive,3.0,2,9.0,3,3
2403,463575,0,0,28,1,Entertainment,0.0,2,3.0,5,3
2407,466075,0,1,50,1,Engineer,1.0,0,4.0,3,1
2408,461723,1,0,26,1,Healthcare,8.0,2,2.0,5,2
2409,460783,1,1,82,1,Lawyer,0.0,2,1.0,5,1
2410,465962,1,1,33,1,Healthcare,0.0,2,2.0,6,0
2411,462781,1,0,50,0,Marketing,1.0,2,2.0,6,2
2412,466020,1,1,83,0,Lawyer,0.0,2,1.0,5,3
2413,461502,0,0,37,1,Artist,9.0,2,1.0,5,1
2414,463280,1,1,37,1,Artist,6.0,0,2.0,2,0
2415,466936,1,1,55,0,Lawyer,1.0,1,3.0,5,2
2416,460552,1,1,61,1,Artist,0.0,2,2.0,2,2
2417,459345,0,1,39,1,Artist,3.0,2,1.0,5,1
2418,464256,1,1,40,1,Artist,0.0,2,2.0,5,2
2419,467097,1,1,55,1,Artist,2.0,2,1.0,5,1
2420,462571,1,1,50,1,Healthcare,1.0,0,1.0,5,3
2421,463765,1,0,26,1,Doctor,13.0,2,3.0,5,3
2422,460152,0,0,53,1,Artist,1.0,2,1.0,5,2
2424,459587,0,0,32,1,Artist,7.0,2,3.0,5,0
2425,460995,0,0,31,1,Marketing,0.0,2,1.0,5,3
2426,465426,1,0,30,0,Healthcare,0.0,2,4.0,5,1
2427,461452,0,0,31,1,Doctor,0.0,2,4.0,2,0
2428,460797,1,1,47,1,Artist,4.0,2,1.0,2,0
2429,466618,1,1,49,1,Artist,3.0,0,2.0,5,2
2430,462168,1,1,37,1,Executive,1.0,1,3.0,5,1
2431,465338,1,1,47,1,Artist,13.0,0,4.0,5,2
2432,463501,1,1,52,1,Executive,0.0,1,2.0,5,2
2434,459726,1,1,79,0,Lawyer,0.0,1,2.0,5,1
2435,463516,1,1,47,0,Executive,1.0,1,6.0,5,2
2437,463359,1,0,23,0,Healthcare,1.0,2,4.0,5,3
2438,463488,0,0,29,0,Engineer,9.0,2,4.0,3,0
2439,465872,0,0,33,1,Engineer,10.0,2,1.0,5,0
2440,460588,1,0,21,0,Healthcare,0.0,2,4.0,2,3
2441,460236,1,0,18,0,Healthcare,8.0,2,4.0,5,3
2442,460802,1,1,70,1,Lawyer,0.0,1,2.0,5,2
2443,459467,0,1,56,1,Artist,0.0,0,2.0,5,2
2444,466953,1,1,42,1,Artist,2.0,0,2.0,5,1
2445,459086,0,0,28,0,Healthcare,1.0,2,2.0,5,1
2447,460827,1,1,81,1,Lawyer,9.0,2,1.0,5,3
2448,464272,1,0,30,1,Artist,9.0,2,2.0,5,0
2449,461063,1,1,53,0,Lawyer,0.0,2,2.0,5,3
2450,467302,1,0,26,1,Executive,9.0,2,4.0,5,3
2451,461935,1,1,51,1,Artist,1.0,2,3.0,5,2
2452,459089,1,0,19,0,Artist,9.0,2,7.0,6,1
2453,462365,1,1,75,1,Lawyer,0.0,1,2.0,5,1
2454,459628,0,1,51,1,Engineer,0.0,2,1.0,5,0
2455,467332,0,1,70,1,Homemaker,3.0,2,2.0,5,1
2456,460443,0,0,38,1,Doctor,0.0,2,1.0,5,0
2457,462195,0,0,21,0,Healthcare,0.0,2,4.0,3,3
2458,466228,1,1,80,0,Lawyer,0.0,2,1.0,3,1
2460,467589,1,0,33,0,Entertainment,1.0,2,1.0,5,3
2461,466107,1,1,48,1,Entertainment,1.0,0,6.0,5,2
2463,466452,0,0,33,1,Engineer,0.0,2,3.0,0,3
2464,467074,0,0,31,0,Healthcare,1.0,2,4.0,5,2
2465,464233,0,1,48,1,Artist,1.0,0,2.0,5,2
2466,462225,1,1,49,0,Engineer,1.0,0,8.0,3,3
2467,465970,0,1,38,0,Artist,1.0,2,1.0,5,1
2468,460094,0,0,39,1,Artist,0.0,2,1.0,2,0
2469,467428,0,1,46,1,Entertainment,2.0,0,2.0,5,1
2470,465623,1,1,41,1,Artist,8.0,0,2.0,5,2
2471,467516,0,1,31,0,Artist,0.0,1,3.0,3,0
2472,462975,1,1,37,1,Entertainment,8.0,0,2.0,5,2
2473,462389,0,1,58,0,Engineer,1.0,2,1.0,5,1
2474,461556,0,1,49,1,Engineer,1.0,0,2.0,5,0
2475,465964,0,1,47,0,Marketing,2.0,2,1.0,5,3
2476,460724,1,0,30,1,Healthcare,1.0,2,4.0,5,3
2478,466787,0,1,33,1,Doctor,0.0,2,2.0,5,0
2479,467256,1,0,33,0,Healthcare,0.0,2,4.0,1,1
2481,466742,1,1,45,0,Doctor,8.0,2,2.0,2,0
2482,466017,0,1,45,1,Homemaker,1.0,2,1.0,2,1
2484,459679,0,0,21,0,Entertainment,1.0,2,4.0,5,3
2485,465930,0,0,36,1,Artist,9.0,2,2.0,5,0
2487,460175,0,0,28,0,Artist,0.0,2,5.0,1,2
2488,466725,0,1,89,0,Lawyer,0.0,1,2.0,5,0
2489,465095,1,1,48,1,Executive,1.0,1,4.0,5,2
2490,465452,1,1,47,0,Entertainment,0.0,1,5.0,5,2
2492,463213,0,0,18,0,Healthcare,3.0,2,4.0,5,3
2493,467653,1,1,58,1,Lawyer,2.0,1,2.0,5,2
2494,463218,1,1,42,0,Entertainment,9.0,0,3.0,5,0
2495,461289,1,0,22,0,Healthcare,0.0,2,3.0,5,3
2496,459983,0,1,50,1,Artist,2.0,2,1.0,5,1
2498,462363,1,1,73,0,Executive,0.0,1,2.0,5,3
2500,461509,1,1,40,1,Artist,1.0,0,3.0,5,1
2503,464064,0,1,39,0,Doctor,0.0,2,2.0,5,1
2504,460545,1,1,83,0,Lawyer,0.0,1,3.0,2,3
2505,459303,1,1,55,1,Artist,0.0,2,1.0,5,1
2507,462635,1,1,42,0,Engineer,5.0,0,4.0,3,0
2508,464456,1,1,27,1,Artist,1.0,2,4.0,5,2
2509,465106,1,1,53,1,Executive,1.0,1,2.0,5,2
2510,467605,0,1,40,1,Engineer,1.0,0,7.0,5,0
2511,466116,1,1,62,1,Artist,0.0,0,9.0,2,2
2514,467176,1,0,27,0,Healthcare,1.0,2,3.0,2,0
2515,459400,0,1,84,0,Lawyer,0.0,1,2.0,5,1
2517,460320,1,0,26,0,Artist,11.0,2,4.0,5,2
2518,466454,1,0,33,1,Entertainment,1.0,2,1.0,5,0
2519,467028,1,0,27,1,Artist,0.0,2,1.0,5,3
2520,464827,0,1,46,0,Entertainment,9.0,0,5.0,3,3
2522,464501,0,0,25,0,Healthcare,1.0,2,3.0,5,0
2524,463715,0,0,32,0,Artist,3.0,2,4.0,5,2
2525,461028,0,0,21,0,Healthcare,6.0,2,4.0,3,3
2526,466766,1,1,73,1,Lawyer,1.0,1,4.0,5,2
2527,462475,1,1,35,1,Artist,0.0,0,2.0,5,1
2528,465770,1,0,52,1,Artist,1.0,2,1.0,5,1
2529,466823,1,1,40,1,Artist,1.0,2,2.0,5,1
2531,467083,0,1,88,1,Lawyer,1.0,1,2.0,5,0
2533,464080,0,0,41,1,Artist,1.0,2,2.0,5,2
2535,466503,1,1,45,1,Artist,7.0,0,5.0,5,1
2536,461847,1,1,41,0,Entertainment,0.0,2,4.0,5,0
2537,461447,1,1,75,1,Lawyer,0.0,1,2.0,5,2
2538,459982,1,0,39,1,Entertainment,9.0,2,2.0,5,0
2539,463316,0,1,89,0,Lawyer,0.0,1,2.0,5,0
2540,466758,1,1,45,1,Doctor,0.0,2,1.0,5,0
2541,464307,0,1,50,1,Artist,1.0,0,2.0,5,2
2542,461344,1,1,43,0,Healthcare,6.0,1,2.0,6,1
2543,463353,1,1,50,1,Executive,4.0,0,4.0,1,1
2547,464324,1,1,76,1,Lawyer,1.0,2,1.0,2,3
2549,459288,1,1,41,1,Artist,1.0,2,2.0,5,0
2550,460050,1,1,50,1,Entertainment,3.0,2,2.0,5,0
2551,464994,1,1,56,1,Executive,8.0,1,5.0,5,2
2552,464903,1,1,28,0,Entertainment,0.0,0,2.0,3,0
2554,463165,0,1,72,1,Doctor,1.0,0,2.0,5,0
2556,465981,1,0,28,0,Artist,0.0,2,2.0,5,0
2557,465281,0,1,27,1,Artist,8.0,0,2.0,5,2
2558,463781,0,0,32,0,Healthcare,2.0,2,4.0,3,3
2559,466569,0,0,20,0,Doctor,9.0,2,4.0,5,0
2560,466547,1,1,45,1,Executive,1.0,2,5.0,5,1
2561,464631,1,0,59,1,Artist,1.0,2,2.0,5,2
2562,465957,0,0,46,1,Marketing,1.0,2,1.0,5,3
2563,459848,1,1,46,1,Artist,1.0,0,3.0,5,2
2564,461642,1,0,41,1,Artist,9.0,2,2.0,5,0
2565,467259,1,1,70,1,Lawyer,1.0,1,2.0,5,1
2567,463439,1,1,42,1,Artist,9.0,0,3.0,5,1
2568,464764,0,1,60,0,Engineer,1.0,1,9.0,3,0
2569,467073,1,0,37,1,Engineer,9.0,2,1.0,5,3
2570,460480,1,0,18,0,Healthcare,0.0,2,7.0,2,3
2571,464419,1,1,52,1,Artist,1.0,0,3.0,5,2
2572,463686,0,0,32,0,Artist,2.0,2,4.0,1,0
2573,459411,1,1,74,0,Lawyer,8.0,2,1.0,5,0
2574,463774,1,1,29,1,Healthcare,1.0,0,2.0,5,0
2575,463671,1,1,37,1,Entertainment,0.0,0,3.0,5,2
2576,466986,1,1,45,0,Entertainment,1.0,0,3.0,5,1
2577,465508,1,0,22,0,Healthcare,1.0,2,4.0,5,3
2579,465351,0,1,51,1,Artist,8.0,0,2.0,5,1
2580,464001,1,1,59,1,Artist,0.0,0,2.0,5,2
2581,459483,1,1,55,1,Artist,1.0,0,2.0,6,0
2582,466013,1,0,22,0,Healthcare,2.0,2,3.0,3,3
2584,466490,0,1,84,0,Lawyer,0.0,1,2.0,5,1
2586,463665,1,1,50,1,Entertainment,0.0,0,3.0,5,2
2587,463459,1,1,73,1,Artist,5.0,1,3.0,5,2
2588,462756,0,0,23,0,Engineer,1.0,2,4.0,5,1
2590,463915,0,0,21,1,Healthcare,0.0,2,5.0,1,3
2591,463543,1,0,18,0,Healthcare,1.0,2,4.0,5,3
2592,462768,1,1,46,1,Artist,0.0,0,3.0,5,1
2593,461876,1,0,32,1,Entertainment,9.0,2,2.0,5,3
2594,462135,0,0,36,1,Healthcare,6.0,2,3.0,1,3
2595,458998,1,1,37,0,Doctor,9.0,2,2.0,5,3
2596,466432,1,0,42,1,Entertainment,1.0,2,1.0,6,0
2598,460389,0,1,42,1,Healthcare,9.0,0,2.0,5,3
2599,460663,0,0,33,0,Homemaker,9.0,2,1.0,5,3
2601,467771,0,1,59,1,Artist,0.0,0,5.0,5,2
2602,462084,1,1,70,1,Artist,1.0,2,1.0,5,1
2603,463621,1,1,53,0,Entertainment,1.0,2,1.0,5,0
2604,467021,0,1,80,0,Lawyer,1.0,1,2.0,5,3
2606,467563,1,1,39,1,Artist,0.0,0,2.0,1,2
2608,467306,0,1,58,1,Artist,0.0,0,5.0,5,2
2609,464865,0,0,30,0,Homemaker,8.0,2,9.0,3,0
2610,463585,0,0,23,0,Healthcare,0.0,2,3.0,5,3
2611,466186,1,1,59,1,Artist,9.0,0,4.0,5,2
2612,459619,0,1,56,1,Doctor,0.0,2,2.0,5,3
2613,466699,0,1,40,1,Artist,8.0,2,1.0,5,1
2614,465517,0,1,68,1,Artist,1.0,2,2.0,5,0
2615,459237,1,0,29,1,Artist,1.0,2,6.0,5,0
2616,461757,0,1,55,1,Artist,1.0,0,3.0,5,2
2617,466309,1,0,21,0,Healthcare,1.0,2,4.0,5,3
2618,466532,0,0,19,0,Engineer,1.0,2,4.0,5,3
2619,460832,0,1,41,0,Healthcare,1.0,0,4.0,5,3
2620,461531,1,0,41,1,Artist,4.0,2,1.0,2,0
2621,467304,1,0,33,0,Doctor,1.0,2,2.0,2,2
2623,461463,1,0,41,1,Artist,6.0,2,1.0,2,1
2624,464566,1,1,35,1,Executive,0.0,1,4.0,5,0
2625,462070,1,1,41,1,Entertainment,9.0,0,2.0,5,1
2627,466554,1,0,26,0,Healthcare,0.0,2,3.0,5,3
2628,462793,1,1,42,0,Executive,3.0,1,5.0,5,1
2629,465657,0,1,53,1,Artist,0.0,0,2.0,5,2
2630,460530,0,1,33,1,Entertainment,3.0,0,3.0,3,3
2631,464045,1,1,39,1,Artist,0.0,2,2.0,5,2
2633,462905,0,0,25,0,Artist,6.0,2,3.0,5,2
2634,466254,1,0,40,1,Entertainment,0.0,2,2.0,1,0
2635,460617,0,0,22,0,Healthcare,0.0,2,4.0,2,3
2636,465468,0,1,37,1,Artist,1.0,0,2.0,5,2
2637,466125,0,1,65,1,Artist,0.0,2,2.0,5,1
2638,465207,1,1,49,1,Artist,0.0,0,2.0,5,2
2639,463332,0,1,38,1,Engineer,1.0,2,2.0,5,2
2640,459924,0,1,65,1,Artist,0.0,0,2.0,5,2
2642,466375,1,1,52,1,Entertainment,1.0,2,4.0,1,2
2643,462951,1,1,73,1,Lawyer,2.0,2,1.0,5,3
2644,465654,0,0,48,1,Engineer,1.0,2,1.0,5,1
2645,460987,1,0,25,1,Doctor,8.0,2,2.0,5,3
2646,461681,1,0,31,1,Healthcare,9.0,2,3.0,6,3
2647,462820,1,0,25,0,Entertainment,8.0,2,9.0,5,2
2649,467525,1,0,20,0,Healthcare,0.0,2,4.0,5,3
2650,465876,1,0,25,0,Executive,0.0,2,3.0,5,0
2651,464199,1,1,25,1,Artist,8.0,2,2.0,6,0
2652,462746,1,0,29,0,Entertainment,1.0,2,3.0,5,1
2653,463261,0,1,72,0,Entertainment,7.0,0,3.0,5,1
2654,467548,1,1,48,1,Artist,0.0,1,2.0,5,1
2655,460924,1,0,28,0,Doctor,1.0,2,5.0,1,3
2656,463368,0,1,42,1,Artist,3.0,1,3.0,1,2
2657,459957,0,1,32,1,Artist,8.0,2,3.0,5,0
2658,459191,1,1,49,1,Artist,0.0,2,1.0,5,1
2659,462479,0,1,55,1,Artist,1.0,0,2.0,5,2
2660,466570,0,1,40,1,Artist,0.0,0,3.0,5,0
2661,459407,0,0,37,1,Doctor,0.0,2,3.0,5,0
2662,467331,1,0,27,0,Healthcare,3.0,2,4.0,5,3
2663,463377,0,1,32,1,Homemaker,4.0,1,2.0,2,1
2664,467456,1,1,36,0,Executive,7.0,1,4.0,5,0
2667,464029,1,0,18,0,Entertainment,1.0,2,4.0,5,3
2668,466056,0,0,36,1,Artist,1.0,2,1.0,3,1
2670,465002,0,1,88,1,Lawyer,1.0,1,2.0,5,2
2673,459961,1,1,51,1,Artist,8.0,2,3.0,1,0
2674,466109,1,1,51,1,Entertainment,1.0,0,4.0,5,1
2675,461543,1,0,31,0,Artist,3.0,2,2.0,5,0
2676,459502,0,1,47,1,Artist,1.0,0,3.0,5,2
2679,461942,1,0,29,1,Healthcare,0.0,2,6.0,5,3
2682,459872,1,1,68,0,Entertainment,4.0,0,2.0,5,0
2684,467040,1,0,32,1,Doctor,0.0,2,4.0,2,3
2685,465079,1,1,75,1,Lawyer,1.0,2,1.0,5,0
2686,467697,0,0,39,1,Healthcare,0.0,2,1.0,5,0
2687,466555,1,0,18,0,Healthcare,1.0,2,3.0,5,3
2688,463457,0,1,42,1,Artist,2.0,0,2.0,5,1
2689,462653,1,1,48,1,Executive,0.0,0,4.0,3,0
2690,461390,0,1,70,1,Artist,0.0,1,2.0,5,2
2691,460217,1,1,45,1,Artist,1.0,0,2.0,5,1
2692,463684,0,0,29,1,Healthcare,0.0,2,4.0,5,0
2693,463764,1,1,50,1,Entertainment,1.0,0,3.0,5,2
2694,465310,0,0,22,0,Healthcare,0.0,2,6.0,3,3
2695,462489,1,1,46,1,Artist,0.0,2,2.0,5,2
2697,459737,0,1,81,1,Lawyer,8.0,1,2.0,5,2
2698,465357,0,1,49,1,Artist,1.0,0,3.0,5,2
2700,461747,1,1,66,1,Artist,1.0,1,2.0,5,1
2702,464323,0,0,29,1,Artist,12.0,2,1.0,5,0
2703,467248,0,1,86,1,Lawyer,0.0,1,2.0,5,2
2704,463265,1,1,70,1,Artist,1.0,0,3.0,5,2
2705,459946,0,1,36,1,Artist,1.0,0,2.0,5,1
2706,463161,1,0,35,1,Artist,1.0,2,2.0,2,0
2707,460790,0,1,42,1,Artist,0.0,1,2.0,1,2
2709,460864,0,0,20,0,Artist,0.0,2,3.0,5,3
2710,461039,0,1,27,0,Engineer,1.0,0,9.0,2,3
2711,460299,1,1,56,1,Artist,4.0,2,1.0,5,1
2712,462378,1,1,67,0,Artist,1.0,2,1.0,5,1
2713,463081,0,1,51,1,Artist,0.0,2,1.0,5,1
2714,460923,1,1,49,1,Artist,1.0,0,3.0,5,2
2715,462120,1,1,51,0,Artist,1.0,2,3.0,2,0
2716,463980,0,0,26,1,Artist,1.0,2,9.0,5,2
2718,466695,0,1,31,1,Entertainment,1.0,2,1.0,5,0
2719,465833,1,1,43,0,Executive,1.0,1,3.0,3,0
2720,467490,1,1,59,0,Executive,7.0,0,5.0,5,1
2721,459765,0,0,35,1,Engineer,4.0,2,1.0,5,0
2723,464561,0,0,48,1,Entertainment,9.0,2,2.0,5,0
2724,459409,0,1,88,1,Lawyer,1.0,1,2.0,5,1
2725,462864,0,0,30,1,Healthcare,12.0,2,6.0,5,3
